Species,AM.AD.1,AM.AD.2,AM.F10.T1,AM.F10.T2,DA.AD.1,DA.AD.1T,DA.AD.2,DA.AD.3,DA.AD.3T,DA.AD.4,ES.AD.1,ES.AD.2,ES.AD.3,ES.AD.4,FR.AD.1,FR.AD.2,FR.AD.3,FR.AD.4,FR.AD.5,FR.AD.6,FR.AD.7,FR.AD.8,IT.AD.1,IT.AD.2,IT.AD.3,IT.AD.4,IT.AD.5,IT.AD.6,JP.AD.1,JP.AD.2,JP.AD.3,JP.AD.4,JP.AD.5,JP.AD.6,JP.AD.7,JP.AD.8,JP.AD.9,JP.IN.1,JP.IN.2,JP.IN.3,JP.IN.4,MH0001,MH0002,MH0003,MH0004,MH0005,MH0006,MH0007,MH0008,MH0009,MH0010,MH0011,MH0012,MH0013,MH0014,MH0015,MH0016,MH0017,MH0018,MH0019,MH0020,MH0021,MH0022,MH0023,MH0024,MH0025,MH0026,MH0027,MH0028,MH0030,MH0031,MH0032,MH0033,MH0034,MH0035,MH0036,MH0037,MH0038,MH0039,MH0040,MH0041,MH0042,MH0043,MH0044,MH0045,MH0046,MH0047,MH0048,MH0049,MH0050,MH0051,MH0052,MH0053,MH0054,MH0055,MH0056,MH0057,MH0058,MH0059,MH0060,MH0061,MH0062,MH0063,MH0064,MH0065,MH0066,MH0067,MH0068,MH0069,MH0070,MH0071,MH0072,MH0073,MH0074,MH0075,MH0076,MH0077,MH0078,MH0079,MH0080,MH0081,MH0082,MH0083,MH0084,MH0085,MH0086,TS1_V2,TS10_V2,TS100_V2,TS101.2_V2,TS103_V2,TS104_V2,TS105_V2,TS106_V2,TS107_V2,TS109_V2,TS11_V2,TS110_V2,TS111_V2,TS115_V2,TS116_V2,TS117_V2,TS118_V2,TS119_V2,TS12_V2,TS120_V2,TS124_V2,TS125_V2,TS126_V2,TS127_V2,TS128_V2,TS129_V2,TS13_V2,TS130_V2,TS131_V2,TS132_V2,TS133_V2,TS134_V2,TS135_V2,TS136_V2,TS137_V2,TS138_V2,TS139_V2,TS14_V2,TS140_V2,TS141_V2,TS142_V2,TS143_V2,TS144_V2,TS145_V2,TS146_V2,TS147_V2,TS148_V2,TS149_V2,TS15_V2,TS150_V2,TS151_V2,TS152_V2,TS153_V2,TS154.2_V2,TS155_V2,TS156_V2,TS16_V2,TS160_V2,TS161_V2,TS162_V2,TS163_V2,TS164_V2,TS165_V2,TS166_V2,TS167_V2,TS168_V2,TS169_V2,TS17_V2,TS170_V2,TS178_V2,TS179_V2,TS180_V2,TS181_V2,TS182_V2,TS183_V2,TS184_V2,TS185_V2,TS186_V2,TS19_V2,TS190_V2,TS191_V2,TS192_V2,TS193_V2,TS194_V2,TS195_V2,TS2_V2,TS20_V2,TS21_V2,TS22_V2,TS23_V2,TS25_V2,TS26_V2,TS27_V2,TS28_V2,TS29_V2,TS3_V2,TS30_V2,TS31_V2,TS32_V2,TS33_V2,TS34_V2,TS35_V2,TS37_V2,TS38_V2,TS39_V2,TS4_V2,TS43_V2,TS44_V2,TS49_V2,TS5_V2,TS50_V2,TS51_V2,TS55_V2,TS56_V2,TS57_V2,TS6_V2,TS61_V2,TS62_V2,TS63_V2,TS64_V2,TS65_V2,TS66_V2,TS67_V2,TS68_V2,TS69_V2,TS7_V2,TS70_V2,TS71_V2,TS72_V2,TS73_V2,TS74_V2,TS75_V2,TS76_V2,TS77_V2,TS78_V2,TS8_V2,TS82_V2,TS83_V2,TS84_V2,TS85_V2,TS86_V2,TS87_V2,TS88_V2,TS89_V2,TS9_V2,TS90_V2,TS91_V2,TS92_V2,TS94_V2,TS95_V2,TS96_V2,TS97_V2,TS98_V2,TS99.2_V2
Pseudomonas,0,0,0,0,0,6e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6e-6,0,0,0,5.104e-5,0,0,0,2.563e-5,0,0,4.52e-6,0,0,0,0,0,1.393e-5,4.32e-6,0,0,2.17e-5,1.3399e-4,8.621e-5,1.0525e-4,2.682e-4,2.0609e-4,1.6474e-4,3.5087e-4,1.7843e-4,1.2013e-4,1.0746e-4,1.3698e-4,1.6303e-4,2.773e-4,9.494e-5,3.0673e-4,6.847e-5,2.5992e-4,1.242e-4,2.9094e-4,8.004e-5,1.0199e-4,3.7353e-4,2.5079e-4,9.334e-5,1.5598e-4,1.0039e-4,2.4053e-4,7.401e-5,1.399e-4,1.1191e-4,6.949e-5,1.1972e-4,3.803e-5,1.0031e-4,2.0847e-4,2.1693e-4,1.6579e-4,1.8969e-4,1.0724e-4,7.821e-5,1.4247e-4,1.3864e-4,6.733e-5,6.714e-5,1.5811e-4,1.2505e-4,1.8214e-4,6.679e-5,1.8204e-4,1.8805e-4,6.735e-5,1.4624e-4,2.4741e-4,1.4368e-4,1.7581e-4,9.432e-5,1.4315e-4,1.1688e-4,1.8902e-4,6.467e-5,1.5914e-4,7.796e-5,6.119e-5,1.1098e-4,2.3346e-4,3.62e-5,1.1689e-4,7.297e-5,5.562e-5,1.6382e-4,3.801e-5,5.005e-5,1.9396e-4,1.6229e-4,9.98e-5,8.929e-5,2.929e-5,1.0025e-4,8.427e-5,9.838e-5,7.097e-5,1.8536e-4,5.069e-5,6.578e-5,1.1163e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridiales,3.7359e-4,8.5775e-4,0.00147056,0.00546261,7.4632e-4,6.1541e-4,0.00129529,7.4028e-4,7.1491e-4,6.4603e-4,0.00149746,3.5696e-4,7.0893e-4,0.00166102,7.4563e-4,7.6973e-4,9.5365e-4,0.00136372,4.8883e-4,0.00148877,0.00127081,0.00129239,0.00448154,9.4325e-4,0.00105017,1.9138e-4,0.00128197,4.5894e-4,0.00313119,0.00388516,0.00148019,0.00239982,0.00578772,0.00558019,0.00586601,0.00171056,0.00142453,1.1875e-4,3.0935e-4,0.00272441,0.00319474,9.7516e-4,0.00203634,0.00138413,0.00144492,8.4469e-4,0.0015719,0.00248717,0.00173527,8.6286e-4,0.00268002,0.0012182,0.00142423,0.00279399,0.00155692,0.00230328,0.00196924,0.00194164,7.342e-4,0.00216139,0.00429816,0.00141734,0.00162606,0.00153754,0.00123369,0.00117157,0.00181322,0.00237896,0.00169376,0.00139729,9.9741e-4,6.5717e-4,0.001266,3.7675e-4,0.00137398,0.00150959,0.0019366,8.8302e-4,0.00131863,0.00109713,0.00131491,0.00124144,0.00151944,0.00131499,0.00136896,0.00124223,7.4309e-4,0.0016508199999999999,8.2627e-4,0.00100269,0.00126315,9.0701e-4,0.00116779,0.00164365,8.9846e-4,0.00153194,0.00106794,0.00156513,0.00109082,0.00134105,0.00194456,0.00310544,7.6809e-4,8.4936e-4,0.00151029,0.00170152,9.9318e-4,0.00272067,0.00120003,7.6708e-4,0.00144349,0.00115773,8.4654e-4,0.01301534,0.00135025,0.00159023,0.00114576,4.7623e-4,0.00101999,0.00150347,0.00139957,0.00108306,0.00120335,6.8482e-4,0.00113742,0.00200742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliivibrio,0,0,0,0,0,0,0,0,0,0,0,3.21e-6,0,0,5.8e-6,0,0,6.14e-6,0,0,0,0,0,0,0,0,3.02e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.726e-5,2.07e-6,2.54e-6,1.756e-5,1.567e-5,7.78e-6,1.968e-5,2.397e-5,5.54e-6,1.324e-5,4.99e-6,4.32e-6,2.319e-5,3.43e-6,1.467e-5,4.11e-6,1.609e-5,1.456e-5,1.863e-5,4.58e-6,7.63e-6,2.914e-5,2.408e-5,5.35e-6,5.9e-6,8.67e-6,1.669e-5,1.027e-5,1.524e-5,9.03e-6,6.9e-6,8.82e-6,2.94e-6,9.45e-6,8.91e-6,5.13e-6,1.622e-5,8.7e-6,5.02e-6,2.45e-6,8.49e-6,6.11e-6,4.2e-6,6.43e-6,6.14e-6,1.69e-6,7.98e-6,3.17e-6,5.76e-6,3.86e-6,1.98e-6,2.595e-5,7.97e-6,8.51e-6,6.97e-6,5.89e-6,7.94e-6,5.41e-6,3.28e-6,7.74e-6,2.58e-6,5.56e-6,4.43e-6,9.07e-6,4.26e-6,5.69e-6,3.07e-6,5.03e-6,6.89e-6,6.84e-6,3.21e-5,2.292e-5,5.65e-6,5.38e-6,4.31e-6,6.29e-6,2.43e-6,4.31e-6,6.6e-6,9.09e-6,5.83e-6,4.02e-6,5e-6,3.13e-6,6.42e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photobacterium,0,1.247e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16e-6,5.44e-6,1.06e-6,6.76e-6,6.49e-6,2.73e-6,6.51e-6,5.89e-6,6.34e-6,3.75e-6,2.23e-6,1.28e-6,6.88e-6,1.06e-6,5.27e-6,2.63e-6,6.41e-6,3.59e-6,5.77e-6,2.3e-6,6.38e-6,1.074e-5,5.59e-6,2.73e-6,4.79e-6,3.73e-6,4.82e-6,6.03e-6,4.61e-6,6.46e-6,1.97e-6,6.95e-6,1.13e-6,2.99e-6,3.66e-6,3.9e-6,8.22e-6,2.28e-6,5.17e-6,6.2e-7,5.14e-6,2.62e-6,1.68e-6,2.88e-6,2.95e-6,8.1e-7,3.74e-6,5.8e-7,3.01e-6,1.071e-5,1.2e-6,9.74e-6,3.57e-6,3.83e-6,4.35e-6,2.56e-6,2.63e-6,4.8e-6,2.32e-6,2.3e-6,1.11e-6,2.49e-6,1.2e-6,3.17e-6,3.6e-6,7.3e-6,1.77e-6,2.02e-6,2.25e-6,1.88e-6,6.89e-6,6.14e-6,2.23e-6,2.22e-6,3.43e-6,2.2e-6,1.72e-6,1.48e-6,4.73e-6,3.4e-6,5.29e-6,1.97e-6,2.13e-6,1.04e-6,3.01e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrio,0,0,0,1.85e-6,0,0,0,1.568e-5,0,0,0,0,0,0,0,0,1.11e-5,1.314e-5,2.88e-6,0,0,0,4.61e-5,0,0,0,8.62e-6,0,0,0,0,0,0,0,0,0,1.083e-5,0,0,0,0,3.558e-5,1.023e-5,9.57e-6,3.839e-5,4.387e-5,2.262e-5,4.842e-5,4.933e-5,1.611e-5,2.804e-5,1.23e-5,1.556e-5,3.616e-5,1.506e-5,4.627e-5,1.333e-5,4.274e-5,2.608e-5,4.432e-5,1.571e-5,1.143e-5,6.94e-5,4.911e-5,1.288e-5,1.594e-5,2.214e-5,4.425e-5,1.268e-5,2.931e-5,1.959e-5,1.227e-5,1.999e-5,8.51e-6,1.908e-5,2.859e-5,2.168e-5,3.363e-5,2.15e-5,1.186e-5,8.1e-6,2.141e-5,1.731e-5,1.137e-5,1.509e-5,2.021e-5,1.064e-5,2.299e-5,8.32e-6,1.773e-5,1.495e-5,6.81e-6,4.081e-5,1.916e-5,2.169e-5,2.014e-5,1.9e-5,2.17e-5,1.345e-5,1.589e-5,1.848e-5,1.41e-5,1.084e-5,7.06e-6,1.337e-5,1.268e-5,8.11e-6,1.253e-5,1.128e-5,1.122e-5,1.548e-5,4.266e-5,3.252e-5,1.655e-5,1.591e-5,1.194e-5,1.391e-5,4.94e-6,1.461e-5,1.423e-5,1.515e-5,1.316e-5,1.407e-5,1.015e-5,9.43e-6,1.631e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenotrophomonas,0,0,0,0,0,0,0,0,6.8e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701e-5,3.84e-5,8.83e-6,0,6.884e-5,9.174e-5,0,2.058e-5,6.3e-6,3.073e-5,2.1673e-4,2.208e-5,1.72e-5,2.325e-5,5.888e-5,3.566e-5,3.059e-5,4.35e-5,3.809e-5,2.295e-5,1.946e-5,2.705e-5,3.532e-5,5.038e-5,1.765e-5,5.548e-5,1.209e-5,4.913e-5,1.985e-5,5.195e-5,1.31e-5,1.995e-5,6.702e-5,4.569e-5,1.742e-5,2.117e-5,1.748e-5,4.209e-5,1.389e-5,2.653e-5,2.194e-5,1.402e-5,2.143e-5,6.43e-6,1.936e-5,3.386e-5,4.26e-5,3.138e-5,3.402e-5,2.297e-5,1.74e-5,2.588e-5,2.382e-5,1.52e-5,1.23e-5,2.692e-5,2.654e-5,3.077e-5,1.052e-5,3.514e-5,3.663e-5,1.52e-5,2.738e-5,5.077e-5,2.382e-5,3.492e-5,2.06e-5,2.677e-5,2.169e-5,3.939e-5,1.051e-5,3.051e-5,1.555e-5,1.081e-5,2.096e-5,4.87e-5,6.45e-6,1.796e-5,1.419e-5,1.003e-5,2.933e-5,6.16e-6,9.69e-6,3.84e-5,2.352e-5,1.934e-5,1.719e-5,4.63e-6,2.212e-5,1.397e-5,1.821e-5,1.323e-5,4.143e-5,9.06e-6,1.115e-5,2.021e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xanthomonas,0,0,0,1.53e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97e-6,0,0,0,0,0,0,0,0,2.525e-5,0,6.231e-5,3.665e-5,4.515e-5,1.2178e-4,9.023e-5,6.555e-5,1.0303e-4,7.204e-5,4.642e-5,4.218e-5,5.79e-5,7.804e-5,1.0972e-4,3.899e-5,1.1974e-4,2.574e-5,1.1032e-4,4.573e-5,1.1102e-4,2.653e-5,3.94e-5,1.5076e-4,1.0269e-4,3.602e-5,4.25e-5,3.984e-5,9.772e-5,2.991e-5,5.791e-5,4.443e-5,2.839e-5,4.509e-5,1.423e-5,4.531e-5,7.11e-5,8.762e-5,7.025e-5,7.311e-5,4.777e-5,3.225e-5,5.745e-5,5.736e-5,2.952e-5,2.479e-5,6.301e-5,5.402e-5,7.299e-5,2.422e-5,7.581e-5,7.704e-5,3.153e-5,7.404e-5,1.0557e-4,5.647e-5,6.868e-5,3.915e-5,5.815e-5,4.634e-5,8.083e-5,2.675e-5,6.199e-5,3.599e-5,2.782e-5,4.725e-5,1.0006e-4,1.5e-5,3.622e-5,2.82e-5,2.034e-5,7.004e-5,1.432e-5,2.189e-5,7.292e-5,5.171e-5,4.189e-5,3.591e-5,1.25e-5,4.846e-5,3.122e-5,3.779e-5,2.846e-5,7.774e-5,2.162e-5,2.395e-5,4.13e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachyspira,0,0,0,0,0,0,0,0,0,0,0,9.71e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.557e-5,9.43e-6,4.45e-6,4.87e-5,4.297e-5,2.282e-5,6.57e-5,5.36e-5,1.545e-5,5.664e-5,2.344e-5,1.172e-5,2.0036e-4,1.001e-5,5.816e-5,1.673e-5,5.46e-5,4.735e-5,7.748e-5,1.18e-5,2.3088e-4,0.00121615,7.256e-5,1.8e-5,0.00145717,2.339e-5,5.12e-5,4.184e-5,3.695e-5,3.1e-5,2.435e-5,2.399e-5,1.302e-5,3.05e-5,2.556e-5,1.067e-5,5.399e-5,2.384e-5,1.404e-5,9.32e-6,2.651e-5,2.123e-5,1.661e-5,2.777e-5,1.893e-5,9.91e-6,3.1726e-4,4.23e-6,1.587e-5,1.178e-5,5.65e-6,1.745e-5,1.289e-5,2.008e-5,1.932e-5,1.022e-5,2.448e-5,1.97e-5,1.104e-5,7.95e-6,7.23e-6,0.00127672,1.872e-5,2.752e-5,1.459e-5,2.838e-5,6.19e-6,1.989e-5,1.644e-5,1.664e-5,1.189e-5,1.09e-5,1.535e-5,1.907e-5,1.97e-5,2.103e-5,4.59e-6,1.633e-5,2.689e-5,1.954e-5,1.949e-5,1.415e-5,1.07e-5,1.037e-5,1.694e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340995,0,0,0,0,0,0,0,0,0,0,0,0
Treponema,1.702e-5,5.71e-5,1.929e-5,2.229e-5,3.914e-5,1.397e-5,1.78e-5,1.132e-5,1.872e-5,5.537e-5,2.397e-5,3.86e-6,0,5.409e-5,1.045e-5,4.252e-5,0,4.3e-5,3.651e-5,6.336e-5,0,6.481e-5,3.495e-5,4.788e-5,1.157e-5,0,1.089e-5,4.332e-5,2.359e-5,1.2237e-4,0,1.3783e-4,4.1739e-4,0,0,2.197e-5,6.082e-5,0,0,0,0,5.095e-5,2.863e-5,4.045e-5,1.1207e-4,8.049e-5,6.519e-5,1.4562e-4,7.522e-5,4.972e-5,6.272e-5,5.246e-5,7.487e-5,1.4759e-4,5.822e-5,1.1023e-4,4.478e-5,1.1988e-4,2.943e-5,1.1252e-4,7.794e-5,4.544e-5,2.1086e-4,1.0357e-4,6.016e-5,4.621e-5,4.358e-5,1.0649e-4,5.038e-5,8.428e-5,7.16e-5,2.858e-5,5.508e-5,1.975e-5,6.945e-5,9.17e-5,8.264e-5,1.1056e-4,5.725e-5,6.452e-5,2.753e-5,9.518e-5,1.0363e-4,5.395e-5,4.933e-5,5.242e-5,2.481e-5,1.042e-4,1.693e-5,7.174e-5,6.739e-5,3.268e-5,7.024e-5,8.565e-5,6.13e-5,7.375e-5,3.532e-5,6.922e-5,5.689e-5,8.498e-5,3.144e-5,8.544e-5,4.82e-5,2.893e-5,5.471e-5,8.149e-5,3.278e-5,6.656e-5,5.037e-5,4.292e-5,5.541e-5,3.203e-5,3.188e-5,3.963e-5,6.664e-5,4.244e-5,4.819e-5,2.051e-5,6.446e-5,5.498e-5,6.704e-5,4.33e-5,6.211e-5,1.712e-5,3.188e-5,4.761e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aminobacterium,0,0,0,0,0,4.29e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.012e-5,4.15e-6,6.57e-6,2.584e-5,1.758e-5,1.103e-5,2.56e-5,1.024e-5,1.244e-5,8.65e-6,1.081e-5,1.39e-5,2.861e-5,6.27e-6,1.716e-5,5.07e-6,2.584e-5,6.54e-6,1.725e-5,4.49e-6,7.54e-6,4.117e-5,1.86e-5,8.51e-6,8.34e-6,8.37e-6,2.347e-5,7.82e-6,1.5e-5,1.207e-5,6.06e-6,7.45e-6,4.18e-6,8.8e-6,1.219e-5,1.079e-5,1.807e-5,8.98e-6,9.86e-6,3.89e-6,1.654e-5,1.047e-5,4.49e-6,5.58e-6,7.64e-6,5.15e-6,1.73e-5,2.49e-6,1.356e-5,8.17e-6,7.22e-6,1.485e-5,1.62e-5,1.011e-5,1.322e-5,3.41e-6,8.28e-6,7.21e-6,1.706e-5,3.43e-6,7.02e-6,1.027e-5,3.32e-6,1.291e-5,1.044e-5,6.52e-6,4.56e-6,8.59e-6,7.41e-6,8.63e-6,5.52e-6,3.42e-6,6.48e-6,9.2e-6,6.66e-6,6.19e-6,2.03e-6,1.268e-5,7.44e-6,1.157e-5,9.09e-6,7.53e-6,3.97e-6,4.1e-6,9.73e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aminomonas,0,0,0,0,0,0,0,0,3.59e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.196e-5,4.112e-5,3.367e-5,7.668e-5,4.204e-5,3.436e-5,6.12e-5,2.166e-5,3.546e-5,2.072e-5,3.596e-5,4.924e-5,9.546e-5,2.242e-5,9.328e-5,1.266e-5,7.549e-5,1.355e-5,6.119e-5,1.364e-5,1.636e-5,9.791e-5,4.973e-5,2.636e-5,3.877e-5,1.674e-5,6.256e-5,2.141e-5,2.948e-5,3.166e-5,1.337e-5,2.242e-5,6.84e-6,1.962e-5,3.355e-5,5.212e-5,3.56e-5,3.408e-5,2.94e-5,1.938e-5,3.515e-5,3.666e-5,1.948e-5,9.79e-6,2.684e-5,4.388e-5,4.607e-5,1.163e-5,4.754e-5,3.324e-5,1.844e-5,3.624e-5,5.16e-5,2.193e-5,4.638e-5,1.607e-5,3.022e-5,2.39e-5,6.338e-5,1.498e-5,8.014e-5,2.387e-5,1.589e-5,2.865e-5,6.035e-5,8.28e-6,1.994e-5,2.474e-5,1.114e-5,6.81e-5,7.48e-6,6.45e-6,3.456e-5,2.567e-5,2.104e-5,2.004e-5,6.46e-6,4.663e-5,1.745e-5,3.1e-5,3.679e-5,3.493e-5,6.59e-6,1.68e-5,2.852e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
